source_image,x,y,label,annotator,notes
D16_03_1_7_Bright Field_001_LHi (104).jpg,831,292,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1029,1572,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1191,1541,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1489,119,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1533,311,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1535,409,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,925,1280,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1517,1762,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,392,1853,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1085,854,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,970,1057,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,833,1177,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1297,1674,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1339,46,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,566,534,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1721,888,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1370,1239,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1655,191,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1148,302,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,572,233,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,795,845,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1250,860,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1887,864,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,218,1173,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1092,1649,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,693,396,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1690,1047,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1242,702,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1536,1155,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,587,728,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,881,243,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1605,408,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,843,1827,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,133,110,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,246,387,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1314,704,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1892,753,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,780,779,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1682,852,sickle,UG,minor sickle
D16_03_1_7_Bright Field_001_LHi (104).jpg,582,1315,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1769,1373,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1475,1485,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1301,83,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1727,121,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,446,1741,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,148,905,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1812,939,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1181,1780,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,596,830,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1538,1426,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,660,1455,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1305,579,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1509,1812,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1407,665,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,163,1281,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1774,1765,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,959,1781,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1098,576,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,25,1744,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,603,502,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,817,541,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1554,1311,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1924,73,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,783,1620,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,617,1681,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1115,1897,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,916,576,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,312,726,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1679,1484,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,331,460,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,488,742,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1288,1891,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1781,348,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1528,699,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1295,1142,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,38,1354,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1333,345,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,358,1497,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1224,1681,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,714,1715,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1312,1342,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1955,1370,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1776,1519,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,814,1665,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1535,1732,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1716,23,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,448,378,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,753,694,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1170,1025,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1831,1845,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1391,885,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1490,32,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,336,229,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,284,213,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1311,354,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,305,397,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1632,1261,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1408,1618,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1735,761,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1134,1720,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1735,1808,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1652,1095,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1105,1175,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,129,176,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1582,581,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,337,1265,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1129,1313,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,937,1876,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,120,458,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1354,1458,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1897,918,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1336,996,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1458,1029,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1905,461,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1060,624,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1550,953,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,227,27,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,981,398,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,89,1206,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1615,118,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1182,149,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,820,1251,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,467,1032,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1532,1249,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1518,1929,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1948,724,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1650,475,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,613,53,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,535,868,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1257,1862,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1720,830,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,614,1711,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1214,1703,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1554,1260,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,638,600,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,102,617,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1221,974,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,153,1501,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,650,1601,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,466,1702,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,247,598,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,305,441,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,655,318,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,412,923,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1100,1747,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1188,1491,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,634,875,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1752,1027,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,638,802,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,355,78,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,512,328,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (119).jpg,159,863,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1577,1341,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,291,1829,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,158,70,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1079,809,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1601,989,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1089,1526,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1615,324,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1112,267,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,230,1212,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,226,1564,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,565,116,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1302,1151,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1817,1439,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,79,1704,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1487,1708,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,406,1894,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1439,541,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,557,346,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,42,1798,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1299,1709,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1854,555,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,300,563,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,638,1539,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,181,370,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,180,1245,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,234,542,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1013,680,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1025,1092,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1209,488,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,849,1652,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1574,781,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,722,358,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,863,777,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,912,925,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,104,1942,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1461,441,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,919,827,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,185,227,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,155,1115,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1214,1707,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1352,438,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1351,977,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1022,1475,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,147,122,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1135,344,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,850,1362,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,138,1381,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1345,1413,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1307,1338,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1655,1257,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,784,714,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,79,1012,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1255,1264,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1611,1946,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,258,54,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,291,637,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1671,1726,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,346,1886,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1824,234,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1685,357,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1301,1090,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,494,1907,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,240,348,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,500,852,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,79,1410,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1313,614,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1465,179,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1199,393,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,327,792,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1430,1469,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1596,261,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1290,384,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1281,1870,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1752,129,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1338,343,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,583,455,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,541,716,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,534,1104,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,687,1448,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1457,1943,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1803,1126,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1518,399,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,583,788,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1492,1463,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1254,114,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,652,115,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,252,417,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,945,442,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,231,462,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,534,270,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,716,1543,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1582,1873,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1093,482,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,665,1044,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,434,1540,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,698,1869,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,962,295,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1045,852,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,87,1869,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1586,911,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,629,1139,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,964,1709,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,589,199,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,211,299,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,529,900,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1326,867,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1069,137,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1379,1051,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,979,1863,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,773,339,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,899,400,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,262,1773,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,341,999,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1803,1523,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1475,1646,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,848,434,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,106,1273,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1887,1391,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,174,1759,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,398,1955,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1432,74,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,414,182,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,506,554,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1080,699,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1918,1044,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1364,1098,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,818,851,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1857,1038,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1581,1164,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1200,1282,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1430,630,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1638,938,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,693,1139,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,818,53,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1303,442,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,183,636,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1474,1035,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,247,1331,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1370,1916,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1388,669,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1467,1594,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1863,1799,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1834,382,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1609,527,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1684,874,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1355,1200,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,98,1227,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1949,1231,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1603,1519,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,175,1835,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1708,1938,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,36,638,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,564,1496,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1751,1959,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1486,1402,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1831,1587,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1131,1636,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1065,1641,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,673,76,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,735,623,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1655,1154,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1388,1171,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1949,1932,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1465,746,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,476,247,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1069,388,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1883,1084,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,780,634,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1434,949,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (119).jpg,1916,142,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1832,1297,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1659,1923,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1919,414,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1054,1253,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1601,652,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,866,212,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1849,440,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,719,1371,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1660,1378,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1870,1625,non_sickle,UG,
